scenario,node,lon,lat
OSM_LARGE,273,-3.19406,55.944087
OSM_LARGE,274,-3.194059,55.946217
OSM_LARGE,275,-3.19405,55.944103
OSM_LARGE,276,-3.194048,55.946205
OSM_LARGE,277,-3.194036,55.949985
OSM_LARGE,278,-3.194018,55.947513
OSM_LARGE,279,-3.193946,55.949985
OSM_LARGE,280,-3.193911,55.947555
OSM_LARGE,281,-3.193851,55.949988
OSM_LARGE,282,-3.193801,55.945265
OSM_LARGE,283,-3.193789,55.945713
OSM_LARGE,284,-3.193772,55.945231
OSM_LARGE,285,-3.193751,55.945729
OSM_LARGE,286,-3.19375,55.945204
OSM_LARGE,287,-3.193731,55.945741
OSM_LARGE,288,-3.193728,55.945177
OSM_LARGE,289,-3.193716,55.945753
OSM_LARGE,290,-3.193711,55.950373
OSM_LARGE,291,-3.193705,55.945805
OSM_LARGE,292,-3.193703,55.945769
OSM_LARGE,293,-3.193698,55.945787
OSM_LARGE,294,-3.193688,55.950269
OSM_LARGE,295,-3.193676,55.950276
OSM_LARGE,296,-3.193673,55.950312
OSM_LARGE,297,-3.193668,55.945106
OSM_LARGE,298,-3.193668,55.950283
OSM_LARGE,299,-3.193665,55.95029
OSM_LARGE,300,-3.193664,55.950297
OSM_LARGE,301,-3.193663,55.9451
OSM_LARGE,302,-3.193655,55.94509
OSM_LARGE,303,-3.193645,55.947816
OSM_LARGE,304,-3.193617,55.945046
OSM_LARGE,305,-3.193565,55.947819
OSM_LARGE,306,-3.193556,55.943495
OSM_LARGE,307,-3.193521,55.947821
OSM_LARGE,308,-3.193499,55.950012
OSM_LARGE,309,-3.193484,55.947823
OSM_LARGE,310,-3.193377,55.947838
OSM_LARGE,311,-3.193294,55.945085
OSM_LARGE,312,-3.193287,55.95003
OSM_LARGE,313,-3.193282,55.947801
OSM_LARGE,314,-3.193254,55.9479
OSM_LARGE,315,-3.193215,55.947917
OSM_LARGE,316,-3.193206,55.947766
OSM_LARGE,317,-3.193158,55.947931
OSM_LARGE,318,-3.193129,55.943526
OSM_LARGE,319,-3.193119,55.950043
OSM_LARGE,320,-3.193092,55.950043
OSM_LARGE,321,-3.193063,55.950041
