node_id,lon,lat
299,-3.1886280,55.9451110
300,-3.1886250,55.9451040
301,-3.1886140,55.9481140
302,-3.1886100,55.9450730
303,-3.1885580,55.9477130
304,-3.1885560,55.9461270
305,-3.1885510,55.9460930
306,-3.1885450,55.9464690
307,-3.1885320,55.9461520
308,-3.1885110,55.9451280
309,-3.1884950,55.9461730
310,-3.1884930,55.9465090
311,-3.1884920,55.9463920
312,-3.1884870,55.9477400
313,-3.1884760,55.9451260
314,-3.1884730,55.9461930
315,-3.1884730,55.9463060
316,-3.1884610,55.9450850
317,-3.1884570,55.9462200
318,-3.1884380,55.9451210
319,-3.1884320,55.9477570
320,-3.1884270,55.9465440
321,-3.1884230,55.9477580
322,-3.1884010,55.9464560
323,-3.1884000,55.9451130
324,-3.1883920,55.9476980
325,-3.1883830,55.9463650
326,-3.1883700,55.9461780
327,-3.1883690,55.9451040
328,-3.1883550,55.9468730
329,-3.1883420,55.9465800
330,-3.1883400,55.9450550
331,-3.1883370,55.9467090
332,-3.1883340,55.9450920
333,-3.1883290,55.9464950
334,-3.1883210,55.9468280
335,-3.1883040,55.9464070
336,-3.1882980,55.9450740
337,-3.1882800,55.9468890
338,-3.1882790,55.9450620
339,-3.1882780,55.9468850
340,-3.1882720,55.9467650
341,-3.1882710,55.9450560
342,-3.1882590,55.9466050
343,-3.1882570,55.9450460
344,-3.1882540,55.9465270
345,-3.1882540,55.9467370
346,-3.1882370,55.9476920
347,-3.1882330,55.9454470
348,-3.1882330,55.9474000
349,-3.1882300,55.9450180
350,-3.1882160,55.9464430
351,-3.1882130,55.9473650
352,-3.1881910,55.9469030
353,-3.1881650,55.9464570
354,-3.1881650,55.9465490
355,-3.1881570,55.9466230
356,-3.1881510,55.9467460
357,-3.1881430,55.9450970
358,-3.1881370,55.9466820
359,-3.1881360,55.9452750
360,-3.1881220,55.9448370
361,-3.1881100,55.9464670
362,-3.1881000,55.9447940
363,-3.1880890,55.9465580
364,-3.1880820,55.9471320
365,-3.1880630,55.9469290
366,-3.1880570,55.9464720
367,-3.1880510,55.9466280
368,-3.1880450,55.9451110
369,-3.1880300,55.9469350
370,-3.1880220,55.9471420
371,-3.1880160,55.9450600
372,-3.1880020,55.9464720
373,-3.1880000,55.9465060
374,-3.1879980,55.9468790
375,-3.1879950,55.9464050
376,-3.1879930,55.9465600
377,-3.1879850,55.9468670
378,-3.1879800,55.9466780
379,-3.1879760,55.9468600
380,-3.1879710,55.9464080
381,-3.1879700,55.9468990
