tid,spawn_time,node_id,lon,lat,weight,deadline,status,assigned_vehicle,finish_time,travel_distance_m
442,1177.000,87,-3.1912030,55.9468420,19.4006,1442.705,EXPIRED,,,0.000
443,1178.000,436,-3.1877340,55.9453550,38.2249,1330.880,DONE,9,1260.000,283.582
444,1180.000,387,-3.1879450,55.9464680,24.3289,1424.633,DONE,0,1262.500,126.413
445,1188.000,462,-3.1876280,55.9450880,38.4677,1498.991,DONE,9,1263.500,32.576
446,1191.000,402,-3.1878710,55.9450470,11.8315,1385.374,EXPIRED,,,0.000
447,1193.000,185,-3.1902020,55.9452880,19.3298,1323.430,EXPIRED,,,0.000
448,1194.000,579,-3.1865980,55.9474580,25.4800,1429.317,DONE,0,1282.500,187.909
449,1196.500,203,-3.1900490,55.9451390,50.4298,1371.805,DONE,3,1219.000,200.286
450,1206.000,322,-3.1884010,55.9464560,23.9366,1449.356,DONE,0,1244.500,111.669
451,1207.000,94,-3.1911550,55.9453780,33.5961,1338.422,DONE,0,1327.000,444.300
452,1208.000,535,-3.1868740,55.9462790,11.0532,1502.729,PENDING,,,0.000
453,1210.000,196,-3.1900910,55.9451510,53.2937,1533.021,DONE,4,1244.500,197.114
454,1214.500,246,-3.1894770,55.9458460,25.2483,1439.041,DONE,0,1234.000,74.323
455,1215.500,585,-3.1864770,55.9479950,66.7651,1448.803,DONE,4,1366.000,498.935
456,1219.500,53,-3.1915140,55.9460200,41.2953,1457.806,DONE,4,1262.500,188.400
457,1222.500,553,-3.1867640,55.9447970,43.2923,1519.942,DONE,4,1315.000,102.331
458,1226.500,152,-3.1906750,55.9454100,16.8816,1405.265,EXPIRED,,,0.000
459,1227.500,116,-3.1910130,55.9463300,62.0623,1540.729,DONE,1,1327.500,207.199
460,1228.000,526,-3.1869350,55.9462620,66.6279,1514.480,DONE,2,1304.000,197.203
461,1230.000,248,-3.1894500,55.9456810,24.5419,1532.419,PENDING,,,0.000
462,1232.000,198,-3.1900870,55.9451890,44.0272,1415.423,EXPIRED,,,0.000
463,1233.000,0,-3.1976500,55.9447920,8.3074,1555.416,PENDING,,,0.000
464,1234.000,418,-3.1878020,55.9449190,65.6692,1480.990,DONE,1,1378.500,223.692
465,1236.000,10,-3.1949960,55.9448470,43.6046,1466.086,ASSIGNED,2,,358.590
466,1236.500,252,-3.1894060,55.9475290,34.0082,1455.822,EXPIRED,,,0.000
467,1238.000,315,-3.1884730,55.9463060,53.3338,1479.325,DONE,6,1370.500,139.781
468,1246.500,71,-3.1912860,55.9468360,14.9441,1484.916,ASSIGNED,1,,0.000
469,1248.000,41,-3.1916940,55.9448710,62.5012,1475.176,DONE,1,1348.000,195.473
470,1250.500,179,-3.1903230,55.9453690,16.5260,1570.723,PENDING,,,0.000
471,1254.000,476,-3.1875190,55.9459270,14.9647,1447.090,EXPIRED,,,0.000
472,1255.500,552,-3.1867660,55.9475040,17.7133,1406.320,DONE,2,1329.500,263.395
473,1258.000,510,-3.1870760,55.9475690,36.9742,1571.791,PENDING,,,0.000
474,1263.000,369,-3.1880300,55.9469350,47.7416,1396.804,DONE,6,1348.500,99.311
475,1263.500,356,-3.1881510,55.9467460,12.8206,1406.819,EXPIRED,,,0.000
476,1266.500,144,-3.1907270,55.9451940,12.0450,1405.121,EXPIRED,,,0.000
477,1268.000,544,-3.1868260,55.9476530,24.6049,1481.618,EXPIRED,,,0.000
478,1269.000,67,-3.1913150,55.9468500,67.1179,1467.842,DONE,2,1383.000,176.756
479,1271.500,434,-3.1877390,55.9465820,19.3200,1490.242,EXPIRED,,,0.000
480,1272.500,35,-3.1918450,55.9473060,21.0042,1483.072,ASSIGNED,3,,0.000
481,1273.000,240,-3.1895260,55.9479320,13.0406,1538.597,PENDING,,,0.000
482,1276.500,246,-3.1894770,55.9458460,39.6165,1492.123,DONE,3,1480.000,74.323
483,1277.500,320,-3.1884270,55.9465440,12.9796,1586.761,PENDING,,,0.000
484,1278.000,158,-3.1906310,55.9450990,29.3402,1418.282,DONE,1,1356.500,82.334
485,1278.500,103,-3.1911140,55.9452630,43.3119,1480.688,DONE,8,1353.000,200.109
486,1279.000,322,-3.1884010,55.9464560,47.4815,1473.078,DONE,6,1388.000,188.507
487,1280.000,257,-3.1893510,55.9473670,68.2280,1509.885,DONE,2,1365.500,326.637
