tid,spawn_time,node_id,lon,lat,weight,deadline,status,assigned_vehicle,finish_time,travel_distance_m
0,0.000,29,-3.1921260,55.9475730,46.6443,185.948,DONE,0,34.500,342.137
1,1.000,233,-3.1896170,55.9456110,52.8076,373.281,DONE,1,11.000,104.657
2,4.500,354,-3.1881650,55.9465490,12.6704,194.095,DONE,2,20.000,172.889
3,11.000,328,-3.1883550,55.9468730,18.4084,382.275,DONE,3,17.500,77.511
4,12.500,499,-3.1871650,55.9459250,46.8868,237.023,DONE,4,29.000,173.878
5,13.000,94,-3.1911550,55.9453780,43.6635,173.294,DONE,5,33.000,200.384
6,16.500,527,-3.1869200,55.9447010,43.4909,214.950,DONE,6,49.500,339.210
7,18.000,554,-3.1867540,55.9475850,27.6726,354.435,DONE,7,45.000,263.592
8,21.500,65,-3.1913250,55.9454180,34.4204,186.891,DONE,1,42.500,211.881
9,23.500,431,-3.1877450,55.9472110,31.2547,293.845,DONE,3,40.500,169.562
10,27.000,303,-3.1885580,55.9477130,8.7393,346.778,DONE,2,57.500,220.142
11,36.000,161,-3.1906250,55.9476060,54.9492,367.768,DONE,4,135.000,540.630
12,37.500,384,-3.1879580,55.9449560,28.8881,340.301,DONE,4,81.500,312.056
13,40.500,306,-3.1885450,55.9464690,39.5534,406.631,DONE,4,49.000,34.229
14,49.500,355,-3.1881570,55.9466230,42.8161,368.597,DONE,5,59.000,64.506
15,50.500,287,-3.1888090,55.9475050,44.3712,212.748,DONE,5,97.000,390.732
16,54.000,269,-3.1892190,55.9459520,8.3305,233.592,DONE,3,62.000,49.828
17,54.500,431,-3.1877450,55.9472110,53.5510,379.509,DONE,3,113.000,356.113
18,55.500,132,-3.1909360,55.9463830,30.9962,344.065,DONE,3,77.000,136.724
19,56.000,553,-3.1867640,55.9447970,21.2225,405.939,DONE,3,148.500,334.435
20,71.500,414,-3.1878120,55.9450570,23.0932,371.203,DONE,0,105.000,326.091
21,73.500,545,-3.1868190,55.9476480,27.8507,280.542,DONE,1,101.000,269.775
22,74.000,516,-3.1870270,55.9454440,48.9396,237.780,DONE,7,97.000,238.147
23,79.000,166,-3.1905970,55.9472450,46.3991,367.452,DONE,2,110.000,293.460
24,81.500,260,-3.1893150,55.9478980,36.9186,324.619,DONE,6,111.000,297.305
25,82.500,581,-3.1865480,55.9448560,31.8912,437.066,DONE,6,160.000,481.062
26,83.500,339,-3.1882780,55.9468850,43.2431,383.584,DONE,1,135.500,82.948
27,85.500,201,-3.1900600,55.9451430,44.0028,399.934,DONE,7,222.000,291.345
28,88.000,425,-3.1877740,55.9467190,11.2226,341.794,DONE,5,206.500,223.014
29,96.500,446,-3.1876980,55.9452840,25.4081,443.388,DONE,5,182.500,236.383
30,98.000,259,-3.1893340,55.9458980,26.2570,441.211,DONE,5,135.000,6.654
31,98.500,91,-3.1911790,55.9471150,37.6901,313.204,DONE,1,196.500,132.737
32,100.000,439,-3.1877240,55.9471920,46.8000,444.616,DONE,7,154.500,245.455
33,105.000,165,-3.1906000,55.9450000,8.1380,348.054,DONE,5,159.500,103.707
34,107.000,267,-3.1892470,55.9459320,6.9198,362.439,DONE,5,134.000,52.668
35,109.000,518,-3.1870090,55.9459600,40.8973,303.993,DONE,1,151.000,157.679
36,113.000,455,-3.1876730,55.9465530,54.2896,491.103,DONE,7,129.000,96.963
37,113.500,398,-3.1878780,55.9474620,54.1288,382.535,DONE,7,158.000,31.534
38,116.500,133,-3.1909140,55.9453530,14.1949,402.770,DONE,5,148.000,123.024
39,119.500,51,-3.1915520,55.9467010,17.9939,429.196,DONE,7,194.500,374.090
40,122.000,262,-3.1893090,55.9473900,43.9532,346.220,DONE,1,182.500,313.573
41,122.500,101,-3.1911160,55.9452810,51.7099,472.549,DONE,1,217.000,214.885
42,130.000,547,-3.1868120,55.9447190,46.0209,407.602,DONE,0,203.000,149.093
43,130.500,31,-3.1920620,55.9475910,30.4782,323.131,DONE,0,286.500,244.592
44,131.000,52,-3.1915440,55.9453350,23.5981,427.897,DONE,0,161.000,228.599
45,134.500,21,-3.1930270,55.9477060,27.0420,401.411,DONE,0,293.500,73.019
46,136.500,161,-3.1906250,55.9476060,44.5764,462.681,DONE,0,262.000,574.952
47,137.500,357,-3.1881430,55.9450970,14.0957,485.801,DONE,0,188.500,273.774
48,142.500,332,-3.1883340,55.9450920,19.1866,354.025,DONE,2,174.500,325.638
49,143.000,11,-3.1949480,55.9449680,25.3754,368.462,DONE,3,251.000,325.719
50,143.500,55,-3.1914570,55.9460200,29.7591,386.294,DONE,3,221.500,92.797
51,144.000,159,-3.1906270,55.9474440,45.5061,456.944,DONE,4,208.000,153.184
52,153.000,121,-3.1910000,55.9462670,49.5697,390.554,DONE,4,191.000,200.134
53,157.500,23,-3.1926960,55.9475920,12.2183,433.303,DONE,2,352.500,547.816
54,159.000,545,-3.1868190,55.9476480,9.3913,336.068,DONE,2,297.500,282.293
55,160.500,550,-3.1867800,55.9475800,20.5955,425.320,DONE,3,360.000,438.837
56,162.500,384,-3.1879580,55.9449560,40.2247,492.329,DONE,4,274.000,155.489
57,163.000,81,-3.1912320,55.9449930,20.4681,467.088,DONE,6,291.000,208.661
58,163.500,576,-3.1866200,55.9451460,13.6551,419.950,DONE,4,259.000,484.006
59,165.000,78,-3.1912530,55.9454020,26.7175,332.411,DONE,3,212.500,0.738
60,168.000,117,-3.1910130,55.9463760,34.1169,546.560,DONE,4,192.500,12.213
61,169.000,397,-3.1878890,55.9448280,36.6387,341.416,DONE,4,275.500,14.906
62,169.500,291,-3.1887530,55.9460280,24.8954,451.670,DONE,3,193.000,131.718
63,170.000,16,-3.1933770,55.9478380,15.7292,419.710,DONE,6,329.500,240.238
64,175.500,79,-3.1912420,55.9453990,27.8398,435.895,DONE,3,212.000,189.612
65,176.000,575,-3.1866310,55.9448530,24.4574,358.130,DONE,3,313.000,644.307
66,177.000,441,-3.1877120,55.9471870,15.4906,545.080,DONE,6,232.500,147.982
67,179.500,323,-3.1884000,55.9451130,17.5264,419.192,DONE,6,270.000,349.838
68,182.500,477,-3.1875150,55.9461700,25.8408,562.373,DONE,6,217.000,139.881
69,190.500,278,-3.1889870,55.9458680,45.9444,434.662,DONE,6,205.000,35.325
70,191.000,266,-3.1892640,55.9458070,29.5546,530.942,DONE,6,201.500,83.503
71,192.500,117,-3.1910130,55.9463760,48.4018,530.727,DONE,6,307.000,161.774
72,198.500,241,-3.1895210,55.9457760,34.3878,453.596,DONE,2,214.500,82.045
73,201.000,451,-3.1876880,55.9463680,6.1412,449.874,DONE,2,252.000,276.791
74,202.000,535,-3.1868740,55.9462790,26.8663,471.770,DONE,2,269.000,72.830
75,202.500,139,-3.1907780,55.9454060,38.4626,419.197,DONE,2,224.000,90.605
76,204.500,105,-3.1910910,55.9454260,12.1399,448.234,DONE,2,226.000,21.036
77,205.500,508,-3.1870920,55.9458240,17.0794,494.723,DONE,2,261.000,80.204
78,208.500,162,-3.1906240,55.9450440,50.8575,448.963,DONE,5,237.500,216.171
79,218.000,549,-3.1867960,55.9476110,32.9837,482.381,DONE,5,344.500,97.265
80,218.500,362,-3.1881000,55.9447940,36.9975,517.694,DONE,7,339.000,26.142
81,219.500,279,-3.1889780,55.9474840,30.5915,383.771,DONE,5,375.000,291.866
82,223.500,122,-3.1909960,55.9449400,26.8247,475.585,DONE,5,419.000,67.180
83,227.000,377,-3.1879850,55.9468670,11.2407,390.678,DONE,1,285.000,107.374
